rule_id,rule_name,rule_type,threshold_value,weight,severity_level,recommendation_text
350,Summary Section Length,formatting,51,0.48,Medium,Include 2-3 key achievements in your summary
351,Acronym Expansion,content,3,0.53,Low,Don't assume the reader knows company-specific acronyms
352,File Naming Convention,formatting,1,0.86,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
353,Gap Analysis,timeline,4,0.13,Medium,Be prepared to explain gaps in interviews
354,ATS-Friendly Formatting,compatibility,1,0.6,High,"Avoid tables, text boxes, and columns for ATS parsing"
355,Quantified Achievements,content,65,0.75,Critical,"Quantify impact with percentages, dollars, or timeframes"
356,Hyperlink Validation,formatting,5,0.16,Medium,Use shortened URLs for cleaner formatting
357,Certification Listing,content,5,0.26,Medium,Remove expired certifications unless renewal is pending
358,White Space Ratio,formatting,33,0.66,Low,Avoid cramming text — use proper margins and spacing
359,Keyword Density,content,9,0.9,Medium,Include 15-25 relevant keywords from the job description
360,Personal Pronoun Usage,grammar,0,0.92,High,Start bullets with action verbs instead of pronouns
361,Spelling and Grammar,grammar,97,0.34,High,Pay special attention to company and technology names
362,Experience Date Format,formatting,1,0.07,Low,Use consistent date format (Month Year - Month Year)
363,Resume Length,formatting,1,0.84,Medium,2-page maximum for senior professionals
364,Hyperlink Validation,formatting,0,0.48,Low,Verify links point to professional content
365,Contact Information Completeness,content,6,0.06,Critical,Ensure email is professional (not personal/funny)
366,Relevance Score,content,59,0.41,High,Customize skills section for each application
367,Resume Length,formatting,2,0.7,High,Keep resume to 1 page for less than 10 years experience
368,Bullet Point Length,formatting,25,0.08,Medium,Shorten overly long bullets to focus on key results
369,Spelling and Grammar,grammar,98,0.45,Critical,Proofread thoroughly — spelling errors are automatic rejections
370,Gap Analysis,timeline,19,0.99,High,Be prepared to explain gaps in interviews
371,Font Consistency,formatting,1,0.5,Medium,Use no more than 2 font families throughout
372,Acronym Expansion,content,2,0.74,Low,Use industry-standard acronyms without expansion
373,Spelling and Grammar,grammar,100,0.41,High,Pay special attention to company and technology names
374,Education Section Detail,content,3,0.36,Medium,"Include degree, institution, graduation year, and GPA if above 3.5"
375,Acronym Expansion,content,8,0.14,Low,Balance between full terms (ATS) and acronyms (readability)
376,Hyperlink Validation,formatting,1,0.12,Low,Use shortened URLs for cleaner formatting
377,Skills Section Format,formatting,19,0.81,Medium,Prioritize hard skills over soft skills in this section
378,Acronym Expansion,content,1,0.71,Medium,Spell out acronyms on first use with abbreviation in parentheses
379,Tense Consistency,grammar,85,0.86,Medium,Be consistent within each role's bullet points
380,Bullet Point Length,formatting,19,0.15,Medium,Shorten overly long bullets to focus on key results
381,Summary Section Length,formatting,34,0.51,Low,Include 2-3 key achievements in your summary
382,Bullet Point Count Per Role,formatting,6,0.78,High,Reduce bullet points to highlight key achievements only
383,Bullet Point Length,formatting,19,0.37,Low,Keep bullet points between 1-2 lines for scannability
384,Hyperlink Validation,formatting,4,0.73,Medium,"Include LinkedIn, portfolio, or GitHub links"
385,Spelling and Grammar,grammar,95,0.18,High,Use Grammarly or similar tools for final review
386,Certification Listing,content,9,0.52,Low,Remove expired certifications unless renewal is pending
387,Spelling and Grammar,grammar,98,0.65,High,Have a peer review your resume before submitting
388,Contact Information Completeness,content,6,0.31,Critical,"Include full name, email, phone, LinkedIn, and location"
389,Acronym Expansion,content,7,0.13,Low,Spell out acronyms on first use with abbreviation in parentheses
390,Hyperlink Validation,formatting,2,0.53,Medium,Use shortened URLs for cleaner formatting
391,Action Verb Usage,content,68,0.2,Medium,Start every bullet point with a strong action verb
392,Gap Analysis,timeline,5,0.47,Critical,Use functional format if gaps are significant
393,Acronym Expansion,content,6,0.11,Medium,Balance between full terms (ATS) and acronyms (readability)
394,Hyperlink Validation,formatting,1,0.58,Medium,Ensure all URLs are clickable and functional
395,Action Verb Usage,content,72,0.18,Medium,"Use past tense for previous roles, present for current"
396,Spelling and Grammar,grammar,98,0.11,High,Have a peer review your resume before submitting
397,Bullet Point Count Per Role,formatting,3,0.61,High,Add more bullet points to fully describe your contributions
398,Bullet Point Count Per Role,formatting,5,0.92,Low,Add more bullet points to fully describe your contributions
399,Tense Consistency,grammar,86,0.5,Low,Avoid mixing tenses within the same section
400,Experience Date Format,formatting,1,0.58,Low,Avoid listing only years — include months for precision
401,File Naming Convention,formatting,3,0.68,Low,Avoid generic names like 'resume.pdf' or 'document.docx'
402,Personal Pronoun Usage,grammar,1,0.54,Medium,Avoid third-person references as well
403,Section Order,structure,5,0.65,Medium,Lead with Summary/Profile section for immediate impact
404,ATS-Friendly Formatting,compatibility,3,0.44,High,Save as .docx or .pdf only — avoid .jpg or .png
405,Project Showcase,content,4,0.79,Medium,"Quantify project impact (users, revenue, efficiency)"
406,Bullet Point Count Per Role,formatting,4,0.42,High,Add more bullet points to fully describe your contributions
407,Relevance Score,content,93,0.51,Medium,Remove irrelevant experience for focused applications
408,Personal Pronoun Usage,grammar,3,0.62,Medium,Start bullets with action verbs instead of pronouns
409,Resume Length,formatting,2,0.62,Medium,Prioritize recent and relevant experience
410,ATS-Friendly Formatting,compatibility,1,0.78,High,"Use standard section headers (Experience, Education, Skills)"
411,Bullet Point Length,formatting,21,0.32,Medium,Shorten overly long bullets to focus on key results
412,File Naming Convention,formatting,2,0.92,Low,Include target role in filename for organization
413,Tense Consistency,grammar,96,0.77,Medium,Avoid mixing tenses within the same section
414,Spelling and Grammar,grammar,99,0.37,High,Pay special attention to company and technology names
415,Spelling and Grammar,grammar,98,0.29,Critical,Proofread thoroughly — spelling errors are automatic rejections
416,Quantified Achievements,content,47,0.35,High,"Quantify impact with percentages, dollars, or timeframes"
417,Education Section Detail,content,3,0.97,Low,"Include honors, Dean's List, or academic awards"
418,Experience Date Format,formatting,3,0.3,Medium,Use 'Present' for current positions
419,ATS-Friendly Formatting,compatibility,2,0.23,High,Save as .docx or .pdf only — avoid .jpg or .png
420,Hyperlink Validation,formatting,2,0.81,Medium,"Include LinkedIn, portfolio, or GitHub links"
421,Gap Analysis,timeline,16,0.74,Medium,Address employment gaps longer than 6 months
422,Resume Length,formatting,3,0.62,Medium,2-page maximum for senior professionals
423,File Naming Convention,formatting,2,0.41,Low,Never use special characters in filename
424,Font Consistency,formatting,2,0.56,Medium,Avoid decorative or script fonts
425,Summary Section Length,formatting,46,0.17,Low,Avoid generic summaries — tailor to each application
426,Font Consistency,formatting,3,0.11,Medium,Use no more than 2 font families throughout
427,Quantified Achievements,content,61,0.54,High,"Add team sizes, project budgets, or user counts"
428,ATS-Friendly Formatting,compatibility,2,0.98,Critical,"Avoid tables, text boxes, and columns for ATS parsing"
429,File Naming Convention,formatting,2,0.47,Low,Never use special characters in filename
430,Education Section Detail,content,2,0.17,Low,Add relevant coursework for entry-level candidates
431,Project Showcase,content,1,0.31,Medium,Include 2-3 key projects with measurable outcomes
432,Acronym Expansion,content,9,0.79,Medium,Use industry-standard acronyms without expansion
433,Certification Listing,content,10,0.09,Medium,Include certification ID or verification link
434,Hyperlink Validation,formatting,4,0.16,Low,Ensure all URLs are clickable and functional
435,Relevance Score,content,86,0.46,High,Highlight transferable skills from unrelated roles
436,Action Verb Usage,content,74,0.85,High,"Use past tense for previous roles, present for current"
437,Summary Section Length,formatting,31,0.21,Medium,Summary should be 50-80 words for optimal impact
438,Font Consistency,formatting,1,0.14,Low,Keep font size between 10-12pt for body text
439,Certification Listing,content,9,0.17,Medium,Remove expired certifications unless renewal is pending
440,Action Verb Usage,content,86,0.49,Medium,Avoid repeating the same action verb within a role
441,Skills Section Format,formatting,10,0.15,Low,Use industry-standard skill names for ATS matching
442,Action Verb Usage,content,79,0.47,High,Choose action verbs that demonstrate leadership and impact
443,Action Verb Usage,content,66,0.73,Medium,Choose action verbs that demonstrate leadership and impact
444,Keyword Density,content,9,0.07,High,Match exact phrases from the job posting when possible
445,Project Showcase,content,3,0.46,Medium,Link to live projects or case studies when possible
446,Personal Pronoun Usage,grammar,2,0.52,High,"Remove all first-person pronouns (I, me, my)"
447,Relevance Score,content,64,0.4,High,Remove irrelevant experience for focused applications
448,Spelling and Grammar,grammar,95,0.8,Critical,Use Grammarly or similar tools for final review
449,Experience Date Format,formatting,2,0.43,Medium,Use 'Present' for current positions
450,Action Verb Usage,content,78,0.62,Medium,Choose action verbs that demonstrate leadership and impact
451,Tense Consistency,grammar,80,0.48,Low,Use past tense for all previous positions
452,Bullet Point Count Per Role,formatting,6,0.39,High,Add more bullet points to fully describe your contributions
453,Bullet Point Count Per Role,formatting,6,0.91,Medium,Consolidate similar bullets into stronger impact statements
454,Section Order,structure,4,0.27,High,Order sections by relevance to target role
455,White Space Ratio,formatting,28,0.21,Medium,Avoid cramming text — use proper margins and spacing
456,Gap Analysis,timeline,20,0.85,Critical,Use functional format if gaps are significant
457,Font Consistency,formatting,2,0.14,Low,Keep font size between 10-12pt for body text
458,Skills Section Format,formatting,7,0.13,Low,Use industry-standard skill names for ATS matching
459,Quantified Achievements,content,58,0.18,Medium,"Add team sizes, project budgets, or user counts"
460,ATS-Friendly Formatting,compatibility,3,0.44,High,"Use standard section headers (Experience, Education, Skills)"
461,Skills Section Format,formatting,7,0.64,Low,"Group skills by category (Technical, Soft, Tools)"
462,Gap Analysis,timeline,20,0.32,Critical,Use functional format if gaps are significant
