certification_id,certification_name,provider,related_skill_id,difficulty_level,average_cost,duration_months,global_recognition_score,renewal_required,validity_years
365,Azure Administrator,ProviderX,189,Advanced,130,2,0.86,No,5
366,Google Cloud Engineer,ProviderX,405,Beginner,163,5,0.17,Yes,3
367,TensorFlow Developer,ProviderX,408,Advanced,321,12,0.58,No,4
368,TensorFlow Developer,ProviderX,570,Advanced,320,1,0.3,Yes,2
369,Azure Administrator,ProviderX,143,Intermediate,213,9,0.13,Yes,4
370,Azure Administrator,ProviderX,285,Advanced,454,12,0.93,Yes,3
371,TensorFlow Developer,ProviderX,379,Advanced,80,11,0.05,Yes,5
372,Google Cloud Engineer,ProviderX,39,Beginner,162,10,0.49,No,5
373,Google Cloud Engineer,ProviderX,551,Advanced,329,1,0.33,No,5
374,Google Cloud Engineer,ProviderX,885,Intermediate,321,3,0.82,No,4
375,Azure Administrator,ProviderX,232,Advanced,67,12,0.08,No,3
376,AWS Solutions Architect,ProviderX,822,Intermediate,438,11,0.35,No,5
377,Google Cloud Engineer,ProviderX,403,Beginner,401,9,0.41,No,3
378,Google Cloud Engineer,ProviderX,95,Beginner,128,8,0.13,No,1
379,TensorFlow Developer,ProviderX,158,Beginner,498,4,0.25,No,2
380,TensorFlow Developer,ProviderX,792,Advanced,445,8,0.64,No,4
381,Oracle Java SE,ProviderX,264,Advanced,170,5,0.93,Yes,5
382,Azure Administrator,ProviderX,900,Beginner,388,4,0.58,No,4
383,Oracle Java SE,ProviderX,104,Intermediate,313,4,0.87,Yes,2
384,AWS Solutions Architect,ProviderX,52,Advanced,67,12,0.59,No,5
385,AWS Solutions Architect,ProviderX,223,Advanced,95,3,0.6,No,2
386,Azure Administrator,ProviderX,356,Intermediate,71,11,0.18,Yes,4
387,AWS Solutions Architect,ProviderX,117,Intermediate,256,2,0.37,Yes,5
388,Oracle Java SE,ProviderX,228,Advanced,432,8,0.92,Yes,5
389,Oracle Java SE,ProviderX,480,Advanced,464,4,0.43,No,1
390,Azure Administrator,ProviderX,146,Intermediate,317,2,0.83,Yes,3
391,TensorFlow Developer,ProviderX,313,Beginner,133,4,0.31,Yes,5
392,Azure Administrator,ProviderX,586,Intermediate,385,6,0.68,No,2
393,Google Cloud Engineer,ProviderX,976,Advanced,494,10,0.26,Yes,4
394,Azure Administrator,ProviderX,225,Advanced,94,12,0.7,No,3
395,TensorFlow Developer,ProviderX,867,Beginner,487,4,0.87,Yes,1
396,AWS Solutions Architect,ProviderX,509,Intermediate,57,9,0.26,Yes,5
397,TensorFlow Developer,ProviderX,673,Beginner,458,10,0.73,No,2
398,Google Cloud Engineer,ProviderX,467,Intermediate,51,10,0.75,No,2
399,Google Cloud Engineer,ProviderX,159,Advanced,339,4,0.36,No,3
400,Oracle Java SE,ProviderX,905,Beginner,107,7,0.85,No,3
401,Oracle Java SE,ProviderX,211,Beginner,158,6,0.01,Yes,2
402,AWS Solutions Architect,ProviderX,442,Advanced,285,11,0.63,Yes,2
403,Oracle Java SE,ProviderX,185,Advanced,147,12,0.95,No,5
404,Azure Administrator,ProviderX,877,Beginner,276,10,0.6,Yes,5
405,Google Cloud Engineer,ProviderX,415,Advanced,199,11,0.0,No,4
406,Oracle Java SE,ProviderX,665,Advanced,156,1,0.25,No,4
407,TensorFlow Developer,ProviderX,942,Advanced,476,10,0.0,Yes,1
408,Azure Administrator,ProviderX,685,Advanced,273,5,0.75,Yes,5
409,TensorFlow Developer,ProviderX,524,Advanced,157,5,0.42,No,3
410,Oracle Java SE,ProviderX,509,Advanced,384,2,0.91,Yes,4
411,Azure Administrator,ProviderX,563,Intermediate,248,2,0.66,Yes,1
412,Oracle Java SE,ProviderX,555,Beginner,433,5,0.77,No,3
413,Azure Administrator,ProviderX,488,Advanced,180,10,0.94,Yes,2
414,AWS Solutions Architect,ProviderX,759,Intermediate,185,5,0.32,Yes,4
415,Azure Administrator,ProviderX,221,Beginner,400,2,0.39,No,4
416,Azure Administrator,ProviderX,842,Intermediate,491,4,0.1,No,5
417,Azure Administrator,ProviderX,845,Beginner,160,12,0.15,No,4
418,Oracle Java SE,ProviderX,572,Beginner,70,2,0.42,No,4
419,AWS Solutions Architect,ProviderX,275,Beginner,142,9,0.95,Yes,1
420,Azure Administrator,ProviderX,918,Intermediate,115,4,0.69,No,5
421,TensorFlow Developer,ProviderX,608,Advanced,413,1,0.31,Yes,1
422,TensorFlow Developer,ProviderX,501,Intermediate,86,7,0.18,No,1
423,Azure Administrator,ProviderX,297,Intermediate,264,8,0.66,Yes,2
424,Oracle Java SE,ProviderX,731,Beginner,453,7,0.19,Yes,1
425,Oracle Java SE,ProviderX,740,Advanced,400,6,0.31,Yes,2
426,Google Cloud Engineer,ProviderX,496,Beginner,351,2,0.85,No,1
427,Oracle Java SE,ProviderX,564,Advanced,218,9,0.02,No,2
428,Oracle Java SE,ProviderX,298,Beginner,221,10,0.69,Yes,2
429,Google Cloud Engineer,ProviderX,523,Advanced,404,8,0.66,Yes,2
430,Google Cloud Engineer,ProviderX,782,Beginner,83,6,0.31,No,2
431,Google Cloud Engineer,ProviderX,636,Intermediate,170,9,0.98,No,4
432,Oracle Java SE,ProviderX,994,Intermediate,335,3,0.28,Yes,2
433,TensorFlow Developer,ProviderX,58,Beginner,298,9,0.91,Yes,1
434,Azure Administrator,ProviderX,529,Beginner,392,7,0.09,Yes,5
435,Google Cloud Engineer,ProviderX,139,Intermediate,176,2,0.69,No,3
436,AWS Solutions Architect,ProviderX,843,Beginner,202,8,0.19,Yes,5
437,Azure Administrator,ProviderX,731,Beginner,440,1,0.15,No,3
438,Google Cloud Engineer,ProviderX,638,Advanced,247,2,0.63,Yes,2
439,TensorFlow Developer,ProviderX,955,Intermediate,128,1,0.81,No,1
440,Oracle Java SE,ProviderX,541,Advanced,292,2,0.0,Yes,3
441,Google Cloud Engineer,ProviderX,679,Intermediate,70,5,0.26,No,5
442,Google Cloud Engineer,ProviderX,684,Beginner,57,7,0.61,Yes,1
443,TensorFlow Developer,ProviderX,21,Beginner,57,8,0.57,No,5
444,Google Cloud Engineer,ProviderX,339,Beginner,149,12,0.19,Yes,3
445,Google Cloud Engineer,ProviderX,611,Beginner,473,1,0.13,No,2
446,Azure Administrator,ProviderX,706,Advanced,434,5,0.3,Yes,3
447,Google Cloud Engineer,ProviderX,899,Beginner,216,1,0.35,Yes,3
448,Google Cloud Engineer,ProviderX,84,Advanced,304,4,0.17,Yes,1
449,Oracle Java SE,ProviderX,421,Beginner,326,5,0.77,Yes,3
450,AWS Solutions Architect,ProviderX,301,Advanced,372,2,0.3,Yes,3
451,Oracle Java SE,ProviderX,609,Intermediate,444,7,0.98,No,3
452,Azure Administrator,ProviderX,987,Beginner,368,12,0.17,Yes,4
453,Google Cloud Engineer,ProviderX,594,Intermediate,215,4,0.49,No,2
454,AWS Solutions Architect,ProviderX,805,Advanced,448,7,0.69,No,5
455,Azure Administrator,ProviderX,38,Beginner,289,10,0.17,Yes,4
456,Google Cloud Engineer,ProviderX,819,Beginner,228,5,0.41,Yes,2
457,TensorFlow Developer,ProviderX,391,Beginner,382,12,0.41,No,4
458,TensorFlow Developer,ProviderX,266,Advanced,433,1,0.62,No,1
459,TensorFlow Developer,ProviderX,725,Advanced,423,10,0.07,Yes,2
460,Azure Administrator,ProviderX,810,Beginner,168,11,0.13,No,2
461,TensorFlow Developer,ProviderX,388,Advanced,96,1,0.37,No,2
462,AWS Solutions Architect,ProviderX,52,Intermediate,81,8,0.44,No,3
463,Oracle Java SE,ProviderX,484,Beginner,454,3,0.19,Yes,3
464,Azure Administrator,ProviderX,750,Intermediate,256,4,0.07,Yes,1
465,AWS Solutions Architect,ProviderX,234,Advanced,318,1,0.31,Yes,1
466,AWS Solutions Architect,ProviderX,724,Intermediate,453,6,0.38,No,1
467,Azure Administrator,ProviderX,350,Beginner,347,6,0.18,Yes,2
468,TensorFlow Developer,ProviderX,304,Advanced,292,8,0.99,Yes,4
469,Oracle Java SE,ProviderX,737,Beginner,489,1,0.46,Yes,3
470,Azure Administrator,ProviderX,726,Beginner,238,5,0.12,Yes,3
471,Oracle Java SE,ProviderX,691,Advanced,381,10,0.82,No,2
472,AWS Solutions Architect,ProviderX,959,Intermediate,458,10,0.86,Yes,1
473,AWS Solutions Architect,ProviderX,194,Intermediate,288,4,0.09,No,3
474,AWS Solutions Architect,ProviderX,838,Beginner,228,3,0.15,Yes,2
475,Oracle Java SE,ProviderX,144,Beginner,168,7,0.28,No,5
476,Azure Administrator,ProviderX,112,Beginner,357,7,0.14,Yes,3
477,Google Cloud Engineer,ProviderX,724,Beginner,284,1,0.84,Yes,1
478,TensorFlow Developer,ProviderX,520,Intermediate,158,2,0.77,Yes,2
479,Oracle Java SE,ProviderX,735,Beginner,465,7,0.69,Yes,5
480,AWS Solutions Architect,ProviderX,939,Beginner,422,4,0.74,No,4
481,TensorFlow Developer,ProviderX,676,Beginner,226,11,0.37,Yes,2
482,Oracle Java SE,ProviderX,626,Advanced,429,8,0.75,Yes,3
483,Azure Administrator,ProviderX,782,Advanced,253,1,0.35,No,5
484,AWS Solutions Architect,ProviderX,78,Beginner,121,4,0.29,Yes,4
485,Google Cloud Engineer,ProviderX,785,Beginner,156,10,0.05,No,4
486,Oracle Java SE,ProviderX,721,Beginner,489,5,0.81,Yes,2
487,Google Cloud Engineer,ProviderX,318,Advanced,416,2,0.0,Yes,1
488,Azure Administrator,ProviderX,631,Intermediate,265,1,0.99,Yes,2
489,AWS Solutions Architect,ProviderX,411,Advanced,312,9,0.18,Yes,2
490,AWS Solutions Architect,ProviderX,173,Advanced,328,12,0.75,Yes,3
491,Oracle Java SE,ProviderX,919,Advanced,399,5,0.94,No,5
492,TensorFlow Developer,ProviderX,462,Intermediate,177,7,0.82,No,5
493,Oracle Java SE,ProviderX,248,Intermediate,130,6,0.98,Yes,2
494,Oracle Java SE,ProviderX,601,Advanced,472,11,0.23,No,4
495,Azure Administrator,ProviderX,9,Intermediate,493,3,0.0,Yes,5
496,Azure Administrator,ProviderX,669,Intermediate,124,11,0.45,Yes,3
497,TensorFlow Developer,ProviderX,782,Beginner,347,2,0.68,Yes,4
498,Google Cloud Engineer,ProviderX,795,Intermediate,304,11,0.11,No,4
499,TensorFlow Developer,ProviderX,588,Advanced,152,3,0.6,Yes,5
500,AWS Solutions Architect,ProviderX,698,Advanced,99,11,0.62,No,2
501,Azure Administrator,ProviderX,943,Intermediate,218,2,0.27,Yes,4
502,TensorFlow Developer,ProviderX,862,Advanced,452,12,0.37,Yes,5
503,Oracle Java SE,ProviderX,55,Beginner,263,7,0.98,Yes,1
504,Azure Administrator,ProviderX,431,Beginner,366,12,0.61,Yes,5
505,AWS Solutions Architect,ProviderX,651,Advanced,141,1,0.59,No,1
506,Google Cloud Engineer,ProviderX,633,Beginner,261,11,0.25,Yes,2
507,Oracle Java SE,ProviderX,73,Intermediate,151,4,0.79,Yes,3
508,TensorFlow Developer,ProviderX,742,Advanced,257,4,0.47,No,4
509,Oracle Java SE,ProviderX,12,Advanced,331,1,0.34,Yes,4
510,Azure Administrator,ProviderX,861,Beginner,147,10,0.84,Yes,3
511,TensorFlow Developer,ProviderX,844,Beginner,295,1,0.39,No,4
512,TensorFlow Developer,ProviderX,271,Advanced,317,4,0.88,Yes,4
513,Oracle Java SE,ProviderX,385,Beginner,145,5,0.92,Yes,4
514,Google Cloud Engineer,ProviderX,964,Advanced,476,7,0.37,No,1
515,AWS Solutions Architect,ProviderX,381,Beginner,360,1,0.81,No,4
516,Google Cloud Engineer,ProviderX,800,Advanced,139,11,0.81,No,2
517,Azure Administrator,ProviderX,997,Intermediate,432,11,0.27,No,4
518,TensorFlow Developer,ProviderX,791,Advanced,206,1,0.82,No,1
519,AWS Solutions Architect,ProviderX,543,Advanced,61,8,0.09,Yes,4
520,AWS Solutions Architect,ProviderX,857,Intermediate,156,11,0.35,No,5
521,TensorFlow Developer,ProviderX,199,Intermediate,205,5,0.06,Yes,3
522,AWS Solutions Architect,ProviderX,555,Beginner,229,9,0.36,Yes,1
523,Google Cloud Engineer,ProviderX,683,Beginner,107,12,0.1,Yes,3
524,Azure Administrator,ProviderX,124,Advanced,169,10,0.51,No,4
525,Azure Administrator,ProviderX,682,Advanced,263,10,0.71,Yes,4
526,Google Cloud Engineer,ProviderX,303,Intermediate,237,10,0.21,No,3
527,Oracle Java SE,ProviderX,24,Beginner,458,5,0.57,No,2
528,TensorFlow Developer,ProviderX,886,Beginner,449,9,0.02,No,2
529,TensorFlow Developer,ProviderX,492,Advanced,279,7,0.06,Yes,3
530,Azure Administrator,ProviderX,775,Beginner,215,1,0.19,No,5
531,Oracle Java SE,ProviderX,945,Beginner,301,7,0.61,No,5
532,AWS Solutions Architect,ProviderX,912,Advanced,236,5,0.64,Yes,1
533,Google Cloud Engineer,ProviderX,933,Beginner,431,2,0.3,Yes,5
534,Azure Administrator,ProviderX,667,Intermediate,484,12,0.15,No,5
535,TensorFlow Developer,ProviderX,76,Intermediate,385,10,0.55,No,1
536,Azure Administrator,ProviderX,842,Intermediate,443,9,0.17,Yes,5
537,AWS Solutions Architect,ProviderX,861,Beginner,498,10,0.47,Yes,4
538,TensorFlow Developer,ProviderX,509,Advanced,362,10,0.93,No,4
539,TensorFlow Developer,ProviderX,338,Intermediate,243,8,0.1,Yes,2
540,Google Cloud Engineer,ProviderX,703,Intermediate,447,5,0.29,Yes,5
541,TensorFlow Developer,ProviderX,395,Intermediate,146,11,0.35,Yes,4
542,Oracle Java SE,ProviderX,650,Intermediate,418,4,0.03,No,5
543,AWS Solutions Architect,ProviderX,193,Intermediate,124,7,0.69,No,1
544,AWS Solutions Architect,ProviderX,529,Beginner,212,1,0.92,No,4
545,Azure Administrator,ProviderX,679,Beginner,305,9,0.08,No,4
546,AWS Solutions Architect,ProviderX,739,Beginner,224,11,0.07,No,2
547,TensorFlow Developer,ProviderX,4,Advanced,405,4,0.61,Yes,3
548,Google Cloud Engineer,ProviderX,333,Advanced,95,1,0.77,Yes,4
549,AWS Solutions Architect,ProviderX,10,Advanced,446,5,0.81,Yes,1
550,Oracle Java SE,ProviderX,706,Advanced,261,1,0.74,No,1
551,AWS Solutions Architect,ProviderX,492,Intermediate,401,6,0.62,No,3
552,Google Cloud Engineer,ProviderX,307,Advanced,70,4,0.93,No,1
553,Google Cloud Engineer,ProviderX,650,Beginner,478,6,0.83,No,2
554,Azure Administrator,ProviderX,315,Intermediate,233,3,0.11,Yes,2
555,Google Cloud Engineer,ProviderX,400,Intermediate,486,5,0.99,No,3
556,Azure Administrator,ProviderX,466,Intermediate,380,8,0.06,No,1
557,Google Cloud Engineer,ProviderX,789,Intermediate,73,8,0.76,No,2
558,Oracle Java SE,ProviderX,9,Intermediate,80,1,0.37,No,3
559,TensorFlow Developer,ProviderX,901,Intermediate,456,7,0.24,No,5
560,Azure Administrator,ProviderX,221,Advanced,51,6,0.81,Yes,3
561,Azure Administrator,ProviderX,631,Intermediate,321,1,0.27,No,1
562,Google Cloud Engineer,ProviderX,507,Advanced,59,1,0.09,No,2
563,AWS Solutions Architect,ProviderX,661,Intermediate,149,12,0.01,No,3
564,Oracle Java SE,ProviderX,394,Beginner,238,7,0.28,Yes,3
565,AWS Solutions Architect,ProviderX,816,Intermediate,115,2,0.39,No,3
566,AWS Solutions Architect,ProviderX,939,Advanced,327,4,0.86,No,1
567,Google Cloud Engineer,ProviderX,906,Intermediate,100,7,0.6,No,2
568,TensorFlow Developer,ProviderX,0,Advanced,261,1,0.44,No,2
569,Azure Administrator,ProviderX,800,Advanced,298,6,0.75,No,1
570,Google Cloud Engineer,ProviderX,827,Beginner,56,7,0.95,Yes,5
571,Oracle Java SE,ProviderX,632,Advanced,142,4,0.85,Yes,1
572,Google Cloud Engineer,ProviderX,109,Intermediate,256,11,0.91,Yes,5
573,TensorFlow Developer,ProviderX,192,Intermediate,106,3,0.16,Yes,4
574,AWS Solutions Architect,ProviderX,29,Intermediate,311,12,0.85,No,4
575,Google Cloud Engineer,ProviderX,86,Advanced,340,7,0.06,No,1
576,Oracle Java SE,ProviderX,977,Intermediate,100,3,0.45,No,5
577,Google Cloud Engineer,ProviderX,452,Intermediate,435,9,0.51,Yes,2
578,Azure Administrator,ProviderX,271,Intermediate,434,6,0.53,Yes,4
579,Oracle Java SE,ProviderX,755,Beginner,348,12,0.21,No,3
580,Google Cloud Engineer,ProviderX,306,Advanced,343,5,0.77,Yes,5
581,Google Cloud Engineer,ProviderX,958,Intermediate,167,5,0.1,No,1
582,Google Cloud Engineer,ProviderX,51,Beginner,330,10,0.72,Yes,4
583,Google Cloud Engineer,ProviderX,979,Intermediate,82,10,0.48,Yes,1
584,Google Cloud Engineer,ProviderX,928,Advanced,80,10,0.51,No,4
585,AWS Solutions Architect,ProviderX,874,Intermediate,495,1,0.73,Yes,4
586,AWS Solutions Architect,ProviderX,189,Beginner,281,6,0.89,Yes,5
587,Azure Administrator,ProviderX,389,Beginner,413,1,0.19,Yes,2
588,Oracle Java SE,ProviderX,970,Advanced,335,4,0.05,No,1
589,Oracle Java SE,ProviderX,646,Advanced,184,8,0.74,No,3
590,Google Cloud Engineer,ProviderX,180,Advanced,230,6,0.58,No,4
591,Google Cloud Engineer,ProviderX,852,Advanced,323,4,0.87,Yes,1
592,Google Cloud Engineer,ProviderX,324,Intermediate,210,2,0.92,Yes,1
593,AWS Solutions Architect,ProviderX,958,Intermediate,182,5,0.82,Yes,5
594,Google Cloud Engineer,ProviderX,298,Advanced,107,8,0.88,No,4
595,Azure Administrator,ProviderX,172,Beginner,341,8,0.82,No,4
596,AWS Solutions Architect,ProviderX,469,Advanced,130,9,0.05,Yes,5
597,Azure Administrator,ProviderX,292,Beginner,466,5,0.22,No,3
598,Google Cloud Engineer,ProviderX,338,Intermediate,292,4,0.9,No,3
599,Oracle Java SE,ProviderX,860,Advanced,217,5,0.05,No,3
600,Azure Administrator,ProviderX,533,Advanced,446,4,0.77,No,1
601,AWS Solutions Architect,ProviderX,644,Advanced,83,12,0.26,Yes,4
602,Google Cloud Engineer,ProviderX,242,Beginner,254,7,0.11,No,3
603,Google Cloud Engineer,ProviderX,404,Advanced,402,1,0.09,No,2
604,TensorFlow Developer,ProviderX,36,Beginner,383,12,0.79,Yes,4
605,Oracle Java SE,ProviderX,476,Advanced,491,5,0.67,No,2
606,AWS Solutions Architect,ProviderX,534,Advanced,253,11,0.53,Yes,5
607,TensorFlow Developer,ProviderX,567,Intermediate,129,9,0.79,No,2
608,Azure Administrator,ProviderX,851,Beginner,151,4,0.13,No,4
609,Oracle Java SE,ProviderX,5,Intermediate,402,7,0.52,Yes,4
610,Oracle Java SE,ProviderX,414,Advanced,293,12,0.94,No,3
611,AWS Solutions Architect,ProviderX,641,Intermediate,221,10,0.16,No,4
612,Google Cloud Engineer,ProviderX,93,Advanced,169,4,0.81,Yes,1
613,Oracle Java SE,ProviderX,277,Beginner,282,1,0.1,Yes,5
614,Google Cloud Engineer,ProviderX,268,Intermediate,98,7,0.42,No,1
615,Azure Administrator,ProviderX,781,Advanced,390,12,0.2,No,5
616,Azure Administrator,ProviderX,382,Beginner,358,10,0.83,No,5
617,AWS Solutions Architect,ProviderX,152,Intermediate,260,5,0.93,Yes,1
618,TensorFlow Developer,ProviderX,651,Intermediate,56,12,0.47,Yes,3
619,Oracle Java SE,ProviderX,568,Advanced,299,1,0.25,No,2
620,Azure Administrator,ProviderX,740,Advanced,147,11,0.27,No,2
621,TensorFlow Developer,ProviderX,763,Beginner,258,11,0.0,No,3
622,Google Cloud Engineer,ProviderX,211,Intermediate,393,8,0.51,Yes,3
623,Azure Administrator,ProviderX,295,Intermediate,356,8,0.63,No,4
624,AWS Solutions Architect,ProviderX,515,Beginner,288,12,0.6,No,4
625,Oracle Java SE,ProviderX,85,Beginner,218,10,0.88,No,2
626,Azure Administrator,ProviderX,64,Advanced,69,10,0.4,No,2
627,Azure Administrator,ProviderX,80,Advanced,218,8,0.83,No,2
628,AWS Solutions Architect,ProviderX,829,Beginner,72,9,0.52,No,1
629,Oracle Java SE,ProviderX,499,Advanced,55,5,0.7,No,2
630,AWS Solutions Architect,ProviderX,626,Intermediate,164,1,0.59,Yes,3
631,Oracle Java SE,ProviderX,160,Intermediate,339,8,0.87,Yes,3
632,AWS Solutions Architect,ProviderX,986,Intermediate,312,7,0.26,Yes,5
633,AWS Solutions Architect,ProviderX,709,Advanced,326,11,0.48,No,2
634,Oracle Java SE,ProviderX,956,Intermediate,336,3,0.48,Yes,3
635,TensorFlow Developer,ProviderX,10,Beginner,83,9,0.11,Yes,5
636,Google Cloud Engineer,ProviderX,607,Intermediate,63,9,0.25,Yes,4
637,TensorFlow Developer,ProviderX,503,Advanced,466,12,0.09,No,5
638,Google Cloud Engineer,ProviderX,669,Intermediate,131,4,0.27,Yes,4
639,Azure Administrator,ProviderX,956,Beginner,144,12,0.31,No,2
640,Oracle Java SE,ProviderX,142,Beginner,437,1,0.14,Yes,2
641,TensorFlow Developer,ProviderX,942,Intermediate,64,6,0.83,No,1
642,TensorFlow Developer,ProviderX,309,Intermediate,393,2,0.97,No,2
643,TensorFlow Developer,ProviderX,662,Advanced,439,3,0.71,Yes,1
644,TensorFlow Developer,ProviderX,954,Beginner,460,12,0.15,Yes,4
645,Google Cloud Engineer,ProviderX,674,Intermediate,199,3,0.25,No,1
646,Azure Administrator,ProviderX,757,Beginner,413,1,0.71,No,3
647,TensorFlow Developer,ProviderX,292,Intermediate,164,10,0.36,Yes,5
648,Google Cloud Engineer,ProviderX,53,Beginner,150,5,0.74,No,2
649,Oracle Java SE,ProviderX,283,Beginner,214,2,0.03,No,2
650,Oracle Java SE,ProviderX,707,Beginner,89,1,0.55,Yes,1
651,TensorFlow Developer,ProviderX,889,Intermediate,227,2,0.05,No,3
652,Azure Administrator,ProviderX,357,Advanced,228,2,0.45,Yes,1
653,TensorFlow Developer,ProviderX,949,Intermediate,268,2,0.13,No,5
654,TensorFlow Developer,ProviderX,941,Beginner,303,7,0.51,Yes,5
655,AWS Solutions Architect,ProviderX,83,Advanced,112,2,0.12,No,3
656,TensorFlow Developer,ProviderX,203,Advanced,472,1,0.28,No,3
657,TensorFlow Developer,ProviderX,724,Advanced,265,1,0.46,Yes,4
658,Oracle Java SE,ProviderX,397,Beginner,92,11,0.83,No,1
659,AWS Solutions Architect,ProviderX,303,Beginner,192,5,0.32,Yes,4
660,Google Cloud Engineer,ProviderX,309,Advanced,421,4,0.12,No,5
661,Azure Administrator,ProviderX,504,Beginner,473,12,0.45,Yes,3
662,Oracle Java SE,ProviderX,648,Advanced,134,3,0.69,No,2
663,Oracle Java SE,ProviderX,471,Advanced,407,10,0.11,Yes,1
664,Oracle Java SE,ProviderX,811,Beginner,348,6,0.08,No,5
665,Oracle Java SE,ProviderX,96,Beginner,422,1,0.06,Yes,1
666,Azure Administrator,ProviderX,527,Intermediate,470,8,0.02,No,4
667,Azure Administrator,ProviderX,181,Beginner,465,10,0.36,Yes,5
668,AWS Solutions Architect,ProviderX,146,Advanced,296,6,0.97,Yes,3
669,Azure Administrator,ProviderX,87,Intermediate,110,8,0.08,Yes,3
670,TensorFlow Developer,ProviderX,864,Advanced,436,8,0.44,Yes,5
671,AWS Solutions Architect,ProviderX,621,Beginner,333,11,0.48,No,5
672,TensorFlow Developer,ProviderX,403,Intermediate,271,11,0.63,Yes,1
673,Oracle Java SE,ProviderX,649,Intermediate,429,12,0.92,Yes,5
674,Azure Administrator,ProviderX,194,Beginner,138,11,0.25,Yes,5
675,Google Cloud Engineer,ProviderX,527,Beginner,459,5,0.62,Yes,4
676,TensorFlow Developer,ProviderX,529,Intermediate,199,5,0.54,Yes,4
677,Google Cloud Engineer,ProviderX,229,Beginner,341,8,0.23,Yes,5
678,Azure Administrator,ProviderX,144,Intermediate,203,4,0.03,Yes,3
679,AWS Solutions Architect,ProviderX,744,Beginner,86,12,0.63,Yes,3
680,AWS Solutions Architect,ProviderX,400,Intermediate,160,6,0.06,Yes,3
681,Oracle Java SE,ProviderX,21,Beginner,97,10,0.62,No,5
682,Oracle Java SE,ProviderX,61,Intermediate,387,3,0.66,Yes,5
683,AWS Solutions Architect,ProviderX,454,Beginner,440,12,0.86,No,4
684,TensorFlow Developer,ProviderX,900,Intermediate,164,6,0.46,No,3
685,Oracle Java SE,ProviderX,780,Intermediate,468,8,0.08,No,5
686,Oracle Java SE,ProviderX,7,Intermediate,76,9,0.75,No,2
687,Google Cloud Engineer,ProviderX,766,Advanced,213,6,0.42,Yes,1
688,Oracle Java SE,ProviderX,23,Advanced,481,10,0.15,Yes,1
689,AWS Solutions Architect,ProviderX,286,Advanced,320,9,0.97,Yes,2
690,TensorFlow Developer,ProviderX,95,Intermediate,183,3,0.43,No,2
