indicator_id,phrase_pattern,soft_skill_type,weight,polarity,confidence_score
545,handled pressure,Communication,0.09,negative,0.66
546,collaborated with team,Communication,0.37,positive,0.79
547,resolved conflicts,Adaptability,0.8,positive,0.72
548,resolved conflicts,Leadership,0.99,negative,0.65
549,resolved conflicts,Communication,0.57,negative,0.85
550,handled pressure,Adaptability,0.98,negative,0.95
551,communicated effectively,Communication,0.35,negative,0.88
552,communicated effectively,Teamwork,0.69,negative,0.88
553,communicated effectively,Leadership,0.55,positive,0.69
554,managed deadlines,Leadership,0.03,negative,0.64
555,collaborated with team,Leadership,0.26,negative,0.76
556,managed deadlines,Teamwork,0.31,negative,0.76
557,managed deadlines,Problem Solving,0.77,positive,0.94
558,managed deadlines,Problem Solving,0.63,positive,0.78
559,handled pressure,Communication,0.22,positive,0.78
560,managed deadlines,Problem Solving,0.8,negative,0.66
561,communicated effectively,Communication,1.0,positive,0.75
562,resolved conflicts,Leadership,0.19,positive,0.71
563,collaborated with team,Communication,0.16,negative,0.7
564,managed deadlines,Leadership,0.9,negative,0.76
565,managed deadlines,Communication,0.42,negative,0.73
566,managed deadlines,Leadership,0.93,negative,0.96
567,managed deadlines,Teamwork,0.83,positive,0.93
568,resolved conflicts,Communication,0.35,positive,0.9
569,collaborated with team,Problem Solving,0.98,positive,0.79
570,handled pressure,Leadership,0.25,positive,0.94
571,collaborated with team,Communication,0.92,negative,0.76
572,handled pressure,Problem Solving,0.84,positive,0.6
573,managed deadlines,Problem Solving,0.01,positive,0.73
574,handled pressure,Problem Solving,0.7,positive,0.92
575,resolved conflicts,Adaptability,0.26,positive,0.84
576,managed deadlines,Leadership,0.24,negative,0.7
577,managed deadlines,Adaptability,0.24,negative,0.97
578,collaborated with team,Problem Solving,0.91,positive,0.91
579,collaborated with team,Problem Solving,0.7,negative,0.62
580,communicated effectively,Communication,0.52,positive,0.61
581,communicated effectively,Problem Solving,0.39,negative,0.8
582,handled pressure,Communication,0.2,negative,0.93
583,managed deadlines,Teamwork,0.51,positive,0.86
584,resolved conflicts,Leadership,0.7,negative,0.73
585,communicated effectively,Problem Solving,0.63,negative,0.72
586,collaborated with team,Adaptability,0.95,positive,0.62
587,communicated effectively,Communication,0.62,positive,0.77
588,collaborated with team,Problem Solving,0.64,positive,0.6
589,handled pressure,Problem Solving,0.06,negative,0.82
590,resolved conflicts,Problem Solving,0.36,negative,0.9
591,resolved conflicts,Problem Solving,0.35,negative,0.98
592,managed deadlines,Communication,0.16,negative,0.78
593,managed deadlines,Problem Solving,0.59,positive,0.93
594,handled pressure,Teamwork,0.84,positive,0.81
595,communicated effectively,Teamwork,0.29,negative,0.92
596,communicated effectively,Communication,0.41,negative,0.81
597,collaborated with team,Adaptability,0.11,positive,0.6
598,managed deadlines,Adaptability,0.5,negative,0.94
599,collaborated with team,Teamwork,0.22,negative,0.86
600,resolved conflicts,Adaptability,0.5,positive,0.78
601,managed deadlines,Communication,0.39,positive,0.75
602,communicated effectively,Problem Solving,0.24,positive,0.73
603,resolved conflicts,Communication,0.82,positive,0.95
604,collaborated with team,Teamwork,0.43,positive,0.76
605,resolved conflicts,Communication,0.32,positive,0.83
606,communicated effectively,Communication,0.64,negative,0.66
607,resolved conflicts,Teamwork,0.04,negative,0.66
608,collaborated with team,Leadership,0.26,negative,0.91
609,communicated effectively,Problem Solving,0.98,positive,0.79
610,handled pressure,Teamwork,0.67,positive,0.66
611,collaborated with team,Communication,0.64,negative,0.82
612,managed deadlines,Communication,0.76,negative,0.99
613,collaborated with team,Teamwork,0.58,negative,0.94
614,handled pressure,Teamwork,0.74,negative,0.92
615,collaborated with team,Communication,0.05,positive,0.92
616,handled pressure,Adaptability,0.09,negative,0.87
617,resolved conflicts,Teamwork,0.8,negative,0.8
618,handled pressure,Communication,0.56,negative,0.66
619,managed deadlines,Adaptability,0.86,negative,0.9
620,managed deadlines,Problem Solving,0.4,negative,0.67
621,handled pressure,Problem Solving,0.22,positive,0.63
622,handled pressure,Communication,0.61,negative,0.92
623,resolved conflicts,Teamwork,0.69,negative,0.78
624,resolved conflicts,Communication,0.19,positive,0.74
625,collaborated with team,Leadership,0.05,positive,0.88
626,managed deadlines,Communication,0.99,positive,0.96
627,resolved conflicts,Problem Solving,0.68,negative,0.86
628,collaborated with team,Teamwork,0.97,negative,0.78
629,handled pressure,Adaptability,0.3,positive,0.82
630,communicated effectively,Leadership,0.56,positive,0.86
631,managed deadlines,Teamwork,0.56,negative,0.82
632,handled pressure,Problem Solving,0.09,negative,0.78
633,collaborated with team,Adaptability,0.78,negative,0.96
634,communicated effectively,Communication,0.71,positive,0.83
635,collaborated with team,Adaptability,0.58,positive,0.84
636,communicated effectively,Problem Solving,0.2,positive,0.65
637,managed deadlines,Adaptability,0.71,positive,0.87
638,communicated effectively,Leadership,0.45,positive,0.69
639,handled pressure,Communication,0.07,positive,0.75
640,resolved conflicts,Adaptability,0.77,negative,0.94
641,managed deadlines,Teamwork,0.65,positive,0.77
642,managed deadlines,Communication,0.52,positive,0.87
643,resolved conflicts,Problem Solving,0.75,positive,0.9
644,collaborated with team,Adaptability,0.84,negative,0.86
645,handled pressure,Teamwork,0.2,positive,0.74
646,collaborated with team,Problem Solving,0.74,negative,0.72
647,communicated effectively,Problem Solving,0.63,positive,0.62
648,resolved conflicts,Teamwork,0.92,positive,0.65
649,collaborated with team,Problem Solving,0.9,positive,0.94
650,collaborated with team,Teamwork,0.16,negative,0.8
651,managed deadlines,Teamwork,0.48,positive,0.62
652,communicated effectively,Leadership,0.09,positive,0.67
653,resolved conflicts,Problem Solving,0.12,positive,0.78
654,resolved conflicts,Teamwork,0.71,positive,0.97
655,managed deadlines,Communication,0.05,positive,0.71
656,managed deadlines,Leadership,0.86,positive,0.71
657,managed deadlines,Communication,0.82,positive,0.79
658,collaborated with team,Problem Solving,0.43,negative,0.76
659,managed deadlines,Teamwork,0.81,negative,0.78
660,managed deadlines,Problem Solving,0.17,negative,0.97
661,managed deadlines,Leadership,0.91,positive,0.62
662,managed deadlines,Problem Solving,0.47,negative,0.71
663,resolved conflicts,Teamwork,0.34,positive,0.9
664,communicated effectively,Communication,0.37,negative,0.89
665,handled pressure,Communication,0.1,negative,0.73
666,collaborated with team,Adaptability,0.14,positive,0.62
667,handled pressure,Teamwork,0.55,negative,0.66
668,communicated effectively,Leadership,0.95,negative,0.65
669,resolved conflicts,Leadership,0.48,positive,0.77
670,handled pressure,Adaptability,0.55,positive,0.68
671,resolved conflicts,Teamwork,0.52,positive,0.85
672,collaborated with team,Adaptability,0.92,negative,0.96
673,collaborated with team,Problem Solving,0.43,positive,0.96
674,handled pressure,Problem Solving,0.57,positive,0.98
675,handled pressure,Teamwork,0.28,negative,0.75
676,handled pressure,Communication,0.79,negative,0.86
677,resolved conflicts,Teamwork,0.56,positive,0.74
678,resolved conflicts,Communication,0.89,negative,0.9
679,resolved conflicts,Leadership,0.92,negative,0.92
680,resolved conflicts,Problem Solving,0.26,negative,0.69
681,communicated effectively,Problem Solving,0.48,positive,0.93
682,collaborated with team,Leadership,0.29,positive,0.64
683,resolved conflicts,Communication,0.83,positive,0.81
684,resolved conflicts,Teamwork,0.98,positive,0.7
685,handled pressure,Teamwork,0.69,negative,0.96
686,handled pressure,Teamwork,0.98,negative,0.82
687,managed deadlines,Leadership,0.32,positive,0.92
688,collaborated with team,Communication,0.58,negative,0.79
689,managed deadlines,Communication,0.16,negative,0.67
690,managed deadlines,Adaptability,0.8,negative,0.68
691,resolved conflicts,Communication,0.11,positive,0.94
692,collaborated with team,Problem Solving,0.0,negative,0.63
693,managed deadlines,Leadership,0.04,negative,0.66
694,handled pressure,Teamwork,0.27,positive,0.7
695,managed deadlines,Leadership,0.87,negative,0.8
696,communicated effectively,Leadership,0.57,negative,0.85
697,communicated effectively,Problem Solving,0.57,negative,0.87
698,collaborated with team,Adaptability,0.87,negative,0.93
699,communicated effectively,Teamwork,0.61,positive,0.69
700,handled pressure,Leadership,0.37,negative,0.94
701,communicated effectively,Problem Solving,0.33,positive,0.73
702,communicated effectively,Problem Solving,0.88,positive,0.73
703,resolved conflicts,Adaptability,0.52,positive,0.63
704,resolved conflicts,Problem Solving,0.39,negative,0.65
705,managed deadlines,Problem Solving,0.93,negative,0.85
706,resolved conflicts,Leadership,0.94,positive,0.67
707,communicated effectively,Teamwork,0.6,positive,0.64
708,handled pressure,Problem Solving,0.46,positive,0.99
709,managed deadlines,Communication,0.38,negative,0.97
710,managed deadlines,Leadership,0.36,positive,0.82
711,managed deadlines,Communication,0.53,positive,0.9
712,communicated effectively,Communication,0.94,positive,0.65
713,collaborated with team,Teamwork,0.35,negative,0.61
714,resolved conflicts,Adaptability,0.35,positive,0.62
715,resolved conflicts,Teamwork,0.67,negative,0.64
716,managed deadlines,Communication,0.63,negative,0.66
717,managed deadlines,Communication,0.5,negative,0.62
718,communicated effectively,Teamwork,0.98,positive,0.86
719,managed deadlines,Problem Solving,0.41,positive,0.92
720,collaborated with team,Leadership,0.16,negative,0.96
721,collaborated with team,Communication,0.15,positive,0.88
722,collaborated with team,Adaptability,0.01,negative,0.9
723,resolved conflicts,Teamwork,0.7,negative,0.96
724,handled pressure,Communication,0.44,negative,0.73
725,communicated effectively,Problem Solving,0.52,positive,0.63
726,managed deadlines,Communication,0.95,negative,0.76
727,collaborated with team,Teamwork,0.7,negative,0.69
728,managed deadlines,Adaptability,0.74,positive,0.62
729,collaborated with team,Problem Solving,0.71,negative,0.87
730,managed deadlines,Communication,0.13,negative,0.74
731,resolved conflicts,Leadership,0.25,positive,0.69
732,managed deadlines,Adaptability,0.91,negative,0.84
733,collaborated with team,Problem Solving,0.69,negative,0.9
734,handled pressure,Teamwork,0.76,negative,0.74
735,communicated effectively,Teamwork,0.76,negative,0.81
736,resolved conflicts,Teamwork,0.26,positive,0.76
737,collaborated with team,Adaptability,0.97,negative,0.64
738,managed deadlines,Communication,0.5,negative,0.8
739,communicated effectively,Adaptability,0.96,negative,0.99
740,collaborated with team,Leadership,0.03,negative,0.92
741,managed deadlines,Problem Solving,0.33,positive,0.81
742,handled pressure,Problem Solving,0.73,positive,0.96
743,communicated effectively,Leadership,0.47,negative,0.75
744,managed deadlines,Problem Solving,0.06,negative,0.81
745,collaborated with team,Problem Solving,0.09,negative,0.93
746,collaborated with team,Adaptability,0.87,positive,0.96
747,managed deadlines,Communication,0.13,positive,0.94
748,collaborated with team,Teamwork,0.92,negative,0.69
749,managed deadlines,Problem Solving,0.87,negative,0.9
750,communicated effectively,Communication,0.09,positive,0.63
751,resolved conflicts,Adaptability,0.15,positive,0.76
752,communicated effectively,Communication,0.91,negative,0.99
753,communicated effectively,Teamwork,0.11,positive,0.9
754,handled pressure,Problem Solving,0.95,positive,0.91
755,handled pressure,Problem Solving,0.04,negative,0.78
756,communicated effectively,Adaptability,0.17,positive,0.86
757,collaborated with team,Problem Solving,0.34,negative,0.81
758,resolved conflicts,Problem Solving,0.74,positive,0.97
759,collaborated with team,Adaptability,0.23,positive,0.65
760,resolved conflicts,Communication,0.05,negative,0.8
761,communicated effectively,Problem Solving,0.76,positive,0.78
762,managed deadlines,Adaptability,0.28,positive,0.92
763,communicated effectively,Communication,0.52,negative,0.63
764,managed deadlines,Teamwork,0.09,positive,0.89
765,communicated effectively,Communication,0.7,positive,0.66
766,collaborated with team,Adaptability,0.76,positive,0.93
767,handled pressure,Leadership,0.13,negative,0.67
768,collaborated with team,Adaptability,0.39,positive,0.87
769,collaborated with team,Problem Solving,0.97,negative,0.97
770,collaborated with team,Communication,0.65,negative,0.8
771,resolved conflicts,Adaptability,0.63,positive,0.92
772,resolved conflicts,Teamwork,0.8,negative,0.84
773,communicated effectively,Communication,0.38,positive,0.95
774,managed deadlines,Teamwork,0.29,positive,0.79
775,communicated effectively,Problem Solving,0.54,positive,0.62
776,managed deadlines,Adaptability,0.5,negative,0.94
777,managed deadlines,Communication,0.72,negative,0.86
778,managed deadlines,Teamwork,0.22,positive,0.69
779,managed deadlines,Adaptability,0.87,positive,0.85
780,collaborated with team,Adaptability,0.22,positive,0.71
781,communicated effectively,Problem Solving,0.49,positive,0.93
782,handled pressure,Adaptability,0.63,positive,0.67
783,managed deadlines,Problem Solving,0.79,positive,0.66
784,resolved conflicts,Adaptability,0.33,positive,0.92
785,managed deadlines,Communication,0.79,positive,0.67
786,managed deadlines,Problem Solving,0.17,negative,0.75
787,resolved conflicts,Leadership,0.78,negative,0.68
788,managed deadlines,Adaptability,0.34,negative,0.61
789,communicated effectively,Leadership,0.44,negative,0.65
790,managed deadlines,Teamwork,0.63,positive,0.64
791,handled pressure,Communication,0.22,negative,0.79
792,handled pressure,Adaptability,0.68,positive,0.71
793,resolved conflicts,Leadership,0.44,negative,0.92
794,resolved conflicts,Teamwork,0.75,negative,0.62
795,resolved conflicts,Teamwork,0.51,negative,0.8
796,communicated effectively,Leadership,0.59,negative,0.84
797,managed deadlines,Problem Solving,0.48,positive,0.72
798,communicated effectively,Adaptability,0.25,negative,0.67
799,handled pressure,Adaptability,0.43,positive,0.74
800,collaborated with team,Leadership,0.66,negative,0.69
801,managed deadlines,Problem Solving,0.09,positive,0.8
802,managed deadlines,Communication,0.53,positive,0.97
803,collaborated with team,Teamwork,0.74,positive,0.64
804,communicated effectively,Problem Solving,0.75,negative,0.7
805,handled pressure,Problem Solving,0.96,positive,0.87
