path_id,current_role_id,next_role_id,transition_difficulty_score,required_additional_skills,required_experience_years,recommended_certifications,average_transition_time_months,salary_growth_percent,role_similarity_score
407,415,941,0.64,"102,871,330",3,AWS Certification,6,37,0.32
408,393,521,0.78,"682,785,128",4,AWS Certification,12,40,0.42
409,89,685,0.42,"302,752,577",1,AWS Certification,20,76,0.61
410,695,55,0.28,"725,332,743",5,AWS Certification,6,26,0.88
411,402,197,0.97,"882,657,425",2,AWS Certification,17,32,0.06
412,543,353,0.36,"755,39,5",3,AWS Certification,21,14,0.02
413,819,738,0.16,"11,645,432",3,AWS Certification,23,80,0.81
414,339,911,0.44,"959,815,801",2,AWS Certification,24,27,0.2
415,196,245,0.55,"126,818,266",2,AWS Certification,19,46,0.55
416,897,538,0.7,"759,874,131",5,AWS Certification,14,57,0.04
417,578,328,0.33,"13,538,908",4,AWS Certification,13,32,0.68
418,87,928,0.37,"100,600,476",1,AWS Certification,20,49,0.16
419,109,706,0.28,"310,909,651",3,AWS Certification,17,57,0.44
420,826,231,0.56,"675,169,412",1,AWS Certification,22,52,0.05
421,404,255,0.52,"727,651,208",3,AWS Certification,10,68,0.69
422,37,710,0.2,"194,611,522",5,AWS Certification,16,53,0.66
423,279,428,0.46,"746,363,351",3,AWS Certification,18,48,0.16
424,965,502,0.44,"97,295,189",1,AWS Certification,16,64,0.42
425,526,543,0.65,"400,66,537",4,AWS Certification,7,31,0.7
426,322,745,0.56,"496,415,934",1,AWS Certification,15,19,0.38
427,610,5,0.7,"86,111,20",1,AWS Certification,9,13,0.76
428,84,413,0.44,"443,365,962",1,AWS Certification,6,63,0.23
429,201,795,0.49,"184,486,50",3,AWS Certification,13,33,0.07
430,423,946,0.44,"381,106,737",2,AWS Certification,19,40,0.12
431,859,386,0.28,"918,74,301",5,AWS Certification,19,12,0.75
432,196,945,0.29,"123,791,347",5,AWS Certification,19,46,0.92
433,446,1,0.61,"654,76,99",4,AWS Certification,17,32,0.31
434,843,923,0.22,"843,515,733",1,AWS Certification,18,54,0.46
435,18,64,0.24,"264,960,212",3,AWS Certification,12,15,0.54
436,348,97,0.6,"941,77,294",4,AWS Certification,16,10,0.67
437,854,891,0.52,"965,693,907",1,AWS Certification,11,42,0.66
438,217,376,0.35,"112,357,932",2,AWS Certification,22,43,0.32
439,185,162,0.88,"363,938,726",1,AWS Certification,12,76,0.86
440,454,706,0.96,"291,457,318",3,AWS Certification,18,67,0.96
441,799,152,0.68,"939,26,692",5,AWS Certification,24,76,0.8
442,333,971,0.11,"421,979,535",3,AWS Certification,21,58,0.32
443,234,288,0.16,"183,61,516",3,AWS Certification,21,78,0.69
444,383,93,0.07,"600,817,727",2,AWS Certification,6,37,0.55
445,871,454,0.99,"89,332,154",4,AWS Certification,19,28,0.8
446,339,36,0.66,"996,92,781",5,AWS Certification,6,35,0.44
447,326,351,0.81,"79,315,446",3,AWS Certification,24,10,0.15
448,276,504,0.48,"712,363,857",5,AWS Certification,13,52,0.16
449,372,520,0.32,"441,681,73",2,AWS Certification,17,55,0.07
450,435,101,0.06,"30,275,494",1,AWS Certification,19,64,0.79
451,652,224,0.81,"26,806,933",1,AWS Certification,15,72,0.78
452,856,456,0.63,"80,887,773",3,AWS Certification,15,31,0.49
453,809,618,0.65,"157,478,615",3,AWS Certification,17,44,0.34
454,738,185,0.28,"623,916,486",3,AWS Certification,24,42,0.48
455,891,589,0.53,"702,434,504",5,AWS Certification,12,36,0.73
456,678,552,0.92,"89,903,398",3,AWS Certification,13,71,0.34
457,694,35,0.16,"600,796,226",4,AWS Certification,17,68,0.12
458,32,751,0.3,"208,994,187",3,AWS Certification,9,38,0.49
459,104,532,0.01,"355,380,553",1,AWS Certification,7,28,0.08
460,549,208,0.42,"822,917,857",5,AWS Certification,13,19,0.67
461,293,454,0.81,"296,706,882",5,AWS Certification,7,36,0.54
462,308,744,0.15,"502,165,457",4,AWS Certification,23,77,0.63
463,418,833,0.37,"823,289,202",5,AWS Certification,14,22,0.33
464,21,452,0.19,"805,174,62",4,AWS Certification,21,32,0.99
465,188,267,0.77,"535,402,10",4,AWS Certification,21,39,0.81
466,729,608,0.31,"98,426,579",2,AWS Certification,11,66,0.29
467,76,408,0.53,"846,223,659",1,AWS Certification,11,49,0.56
468,173,346,0.92,"418,807,156",2,AWS Certification,11,74,0.67
469,948,526,0.04,"362,728,907",5,AWS Certification,18,31,0.15
470,188,871,0.47,"835,26,346",1,AWS Certification,14,43,0.81
471,707,823,0.28,"998,4,159",4,AWS Certification,8,38,0.34
472,378,402,0.19,"638,617,326",1,AWS Certification,16,46,0.68
473,134,66,0.39,"3,816,872",1,AWS Certification,11,21,0.02
474,440,629,0.28,"773,207,291",2,AWS Certification,19,58,0.53
475,734,533,0.84,"802,232,932",1,AWS Certification,21,41,0.17
476,372,270,0.66,"593,580,257",1,AWS Certification,14,65,0.42
477,768,455,0.63,"814,221,702",4,AWS Certification,22,60,0.19
478,724,297,0.45,"841,293,548",2,AWS Certification,16,36,0.81
479,653,792,0.07,"852,875,515",1,AWS Certification,6,71,0.67
480,949,615,0.98,"663,783,745",4,AWS Certification,20,71,0.65
481,934,171,0.28,"808,92,258",1,AWS Certification,17,76,0.54
482,454,269,0.19,"799,664,310",5,AWS Certification,21,19,0.43
483,638,272,0.92,"525,258,739",5,AWS Certification,7,38,0.5
484,131,552,0.49,"648,231,318",4,AWS Certification,22,63,0.18
485,665,957,0.88,"322,118,567",2,AWS Certification,18,47,0.15
486,28,89,0.03,"995,895,126",4,AWS Certification,21,38,0.44
487,856,308,0.64,"112,383,223",4,AWS Certification,18,79,0.7
488,19,939,0.44,"971,387,211",5,AWS Certification,6,26,0.66
489,422,248,0.32,"792,389,973",1,AWS Certification,14,55,0.05
490,600,878,0.8,"80,389,404",4,AWS Certification,17,16,0.67
491,328,333,0.75,"229,567,597",2,AWS Certification,22,78,0.02
492,845,940,0.32,"679,579,593",2,AWS Certification,10,20,0.11
493,292,934,0.44,"813,722,785",3,AWS Certification,12,59,0.44
494,46,671,0.4,"990,985,325",5,AWS Certification,21,58,0.71
495,589,318,0.14,"147,456,122",5,AWS Certification,10,21,0.12
496,549,890,0.74,"518,791,519",2,AWS Certification,24,61,0.71
497,273,859,0.82,"51,690,751",2,AWS Certification,10,33,0.54
498,689,42,0.85,"524,170,665",1,AWS Certification,13,27,0.4
499,120,902,0.17,"669,450,140",2,AWS Certification,8,25,0.39
500,875,148,0.65,"718,815,835",3,AWS Certification,9,11,0.26
501,871,859,0.32,"588,126,574",1,AWS Certification,12,12,0.23
502,296,117,0.07,"905,362,175",1,AWS Certification,13,22,0.12
503,631,797,0.34,"497,236,780",4,AWS Certification,24,25,0.26
504,513,770,0.52,"409,546,222",5,AWS Certification,17,28,0.83
505,581,691,0.88,"262,620,628",2,AWS Certification,8,16,0.59
506,138,43,0.64,"220,909,628",1,AWS Certification,13,44,0.62
507,468,629,0.72,"939,547,629",5,AWS Certification,24,60,0.77
508,641,760,0.55,"233,868,451",3,AWS Certification,19,12,0.22
509,511,574,0.71,"202,389,307",2,AWS Certification,17,77,0.67
510,467,872,0.54,"199,976,894",3,AWS Certification,18,77,0.58
511,241,384,0.64,"35,162,990",5,AWS Certification,15,40,0.56
512,144,189,0.0,"160,353,351",4,AWS Certification,6,78,0.99
513,552,938,0.76,"795,703,318",5,AWS Certification,6,28,0.82
514,532,12,0.39,"590,476,830",3,AWS Certification,9,49,0.82
515,172,766,0.1,"79,468,401",3,AWS Certification,23,60,0.67
516,585,675,0.12,"718,167,7",4,AWS Certification,9,64,0.49
517,959,499,0.64,"545,902,142",2,AWS Certification,7,27,0.24
518,7,910,0.76,"432,772,694",3,AWS Certification,16,52,0.95
519,879,802,0.19,"825,809,888",1,AWS Certification,19,50,0.41
520,956,722,0.11,"708,821,830",5,AWS Certification,8,28,0.48
521,600,840,0.99,"663,14,305",2,AWS Certification,17,78,0.35
522,384,497,0.67,"132,622,449",2,AWS Certification,18,46,0.01
523,452,754,0.34,"763,527,387",4,AWS Certification,8,69,0.73
524,686,102,0.64,"879,74,591",2,AWS Certification,6,72,0.46
525,887,903,0.58,"886,973,567",2,AWS Certification,15,20,0.39
526,602,808,0.72,"712,26,104",2,AWS Certification,11,76,0.46
527,653,18,0.69,"888,601,825",4,AWS Certification,14,51,0.36
528,39,302,0.24,"430,166,894",4,AWS Certification,12,66,0.21
529,415,793,0.05,"146,458,870",1,AWS Certification,15,52,0.05
530,522,227,0.29,"141,550,642",1,AWS Certification,8,27,0.64
531,740,280,0.28,"622,167,788",5,AWS Certification,11,79,0.52
532,859,531,0.22,"255,26,882",5,AWS Certification,15,46,0.6
533,321,815,0.2,"961,487,594",3,AWS Certification,24,60,0.45
534,228,387,0.4,"466,758,952",3,AWS Certification,18,45,0.36
535,531,463,0.21,"806,627,318",3,AWS Certification,15,44,0.9
536,93,735,0.43,"487,166,792",3,AWS Certification,19,31,0.93
537,179,491,0.26,"727,463,120",4,AWS Certification,11,33,0.58
538,809,772,0.55,"530,251,220",4,AWS Certification,7,49,0.59
539,119,298,0.81,"554,166,722",2,AWS Certification,15,36,0.99
540,908,876,0.0,"490,72,261",2,AWS Certification,14,65,0.54
541,142,672,0.16,"482,763,77",4,AWS Certification,17,43,0.61
542,376,689,0.17,"39,31,620",5,AWS Certification,20,74,0.83
543,609,226,0.36,"310,968,892",1,AWS Certification,13,62,0.4
544,726,399,0.26,"638,921,184",5,AWS Certification,15,16,0.69
545,593,881,0.95,"935,889,743",5,AWS Certification,15,54,0.44
546,122,946,0.65,"266,344,900",1,AWS Certification,19,22,0.06
547,170,998,0.77,"36,123,758",4,AWS Certification,19,78,0.82
548,702,6,0.48,"258,65,461",1,AWS Certification,12,19,0.33
549,141,203,0.52,"588,179,675",1,AWS Certification,12,66,0.29
550,562,970,0.43,"217,405,306",2,AWS Certification,21,54,0.19
551,710,844,0.6,"815,848,438",4,AWS Certification,22,13,0.53
552,220,891,0.27,"355,151,720",1,AWS Certification,11,20,0.73
553,600,459,0.71,"813,249,487",3,AWS Certification,16,69,0.34
554,820,926,0.94,"834,312,863",5,AWS Certification,24,79,0.45
555,36,5,0.85,"305,594,483",4,AWS Certification,20,70,0.63
556,104,227,0.42,"887,181,109",3,AWS Certification,18,37,0.78
557,958,452,0.85,"365,593,201",1,AWS Certification,20,30,0.51
558,294,709,0.98,"292,569,284",5,AWS Certification,6,53,0.93
559,27,872,0.05,"422,629,849",4,AWS Certification,12,23,0.98
560,218,850,0.58,"1000,291,120",3,AWS Certification,14,77,0.03
561,330,563,0.23,"758,432,771",3,AWS Certification,20,70,0.29
562,137,65,0.46,"944,56,546",2,AWS Certification,8,67,0.97
563,179,813,0.38,"603,62,814",3,AWS Certification,20,62,0.37
564,576,21,0.43,"78,773,244",2,AWS Certification,12,55,0.87
565,740,787,0.22,"99,727,471",3,AWS Certification,15,40,0.06
566,889,685,0.24,"501,257,529",2,AWS Certification,10,26,0.6
567,773,722,0.12,"965,643,421",3,AWS Certification,7,39,0.89
568,408,955,0.05,"498,811,499",2,AWS Certification,15,24,0.41
569,97,82,0.52,"11,875,278",5,AWS Certification,24,39,0.22
570,512,268,0.3,"241,814,714",3,AWS Certification,19,60,0.99
571,812,533,0.57,"757,972,571",2,AWS Certification,17,75,0.54
572,307,526,0.17,"925,607,853",3,AWS Certification,16,47,0.35
573,535,328,0.09,"813,490,363",4,AWS Certification,21,21,0.11
574,402,152,0.94,"850,94,271",3,AWS Certification,10,49,0.6
575,115,428,0.1,"16,388,856",2,AWS Certification,13,39,0.48
576,847,343,0.62,"118,786,361",4,AWS Certification,16,18,0.23
577,881,727,0.6,"282,581,50",2,AWS Certification,17,19,0.59
578,756,199,0.86,"664,12,19",2,AWS Certification,7,73,0.41
579,425,37,0.37,"249,970,388",5,AWS Certification,21,32,0.19
580,657,764,0.88,"544,405,476",3,AWS Certification,13,53,0.6
581,601,896,0.07,"950,115,350",3,AWS Certification,7,68,0.99
582,258,578,0.72,"977,939,528",2,AWS Certification,21,79,0.02
583,552,699,0.39,"123,167,232",3,AWS Certification,15,48,0.61
584,87,251,0.32,"669,172,77",3,AWS Certification,8,27,0.15
585,947,461,0.47,"991,857,719",1,AWS Certification,10,76,0.99
586,319,906,0.02,"456,287,624",2,AWS Certification,13,42,0.32
587,62,90,0.17,"585,281,209",5,AWS Certification,11,59,0.56
588,513,967,0.64,"356,150,714",5,AWS Certification,23,79,0.56
589,365,494,0.96,"869,440,523",1,AWS Certification,10,39,0.57
590,765,53,0.13,"124,494,585",3,AWS Certification,14,70,0.87
591,191,196,0.32,"519,476,225",2,AWS Certification,14,28,0.29
592,500,177,0.85,"957,587,902",2,AWS Certification,16,72,0.87
593,590,599,0.82,"690,688,325",2,AWS Certification,6,69,0.73
594,551,924,0.55,"37,986,387",4,AWS Certification,19,58,0.54
595,260,882,0.03,"978,843,173",1,AWS Certification,17,33,0.31
596,67,224,0.38,"148,155,503",1,AWS Certification,18,55,0.43
597,6,437,0.13,"581,873,884",4,AWS Certification,23,45,0.09
598,103,355,0.25,"203,330,754",5,AWS Certification,10,60,0.12
599,790,353,0.79,"837,740,277",2,AWS Certification,17,45,0.31
600,212,225,0.97,"30,92,579",1,AWS Certification,14,70,0.06
601,187,530,0.49,"727,11,925",1,AWS Certification,8,11,0.84
602,517,432,0.7,"739,679,2",2,AWS Certification,12,32,0.83
603,79,885,0.28,"200,416,577",5,AWS Certification,18,21,0.04
604,540,904,0.78,"735,419,437",1,AWS Certification,19,19,0.31
605,357,65,0.99,"896,998,796",3,AWS Certification,12,47,0.49
606,756,296,0.93,"89,574,200",3,AWS Certification,18,45,0.33
607,137,215,0.43,"601,384,693",2,AWS Certification,17,68,0.11
608,645,314,0.74,"522,274,813",2,AWS Certification,16,35,0.21
609,454,42,0.02,"934,475,174",1,AWS Certification,7,26,0.98
610,586,603,0.46,"293,857,28",5,AWS Certification,9,28,0.88
611,116,469,0.7,"162,958,789",1,AWS Certification,11,33,0.44
612,464,75,0.42,"332,152,273",2,AWS Certification,13,26,0.75
613,174,318,0.87,"841,202,455",2,AWS Certification,24,73,0.15
614,726,120,0.81,"670,918,329",2,AWS Certification,6,23,0.18
615,131,445,0.16,"518,64,641",4,AWS Certification,10,24,0.92
616,745,54,0.46,"604,418,911",3,AWS Certification,15,59,0.87
617,934,325,0.2,"192,546,391",5,AWS Certification,24,30,0.68
618,408,880,0.83,"524,464,945",4,AWS Certification,17,19,0.62
619,132,193,0.99,"801,689,434",5,AWS Certification,14,37,0.88
620,805,632,0.26,"17,567,244",3,AWS Certification,15,39,0.59
621,851,337,0.46,"634,770,409",1,AWS Certification,8,22,0.46
622,461,87,0.37,"651,631,59",4,AWS Certification,15,67,0.63
623,136,822,0.98,"184,563,567",2,AWS Certification,10,65,0.68
624,492,537,0.81,"574,561,824",5,AWS Certification,21,77,0.26
625,998,26,0.5,"697,470,750",2,AWS Certification,8,40,0.26
626,258,845,0.41,"342,326,628",3,AWS Certification,24,53,0.98
627,164,598,0.58,"386,328,34",2,AWS Certification,18,71,0.84
628,986,292,0.82,"560,268,851",2,AWS Certification,7,32,0.2
629,13,187,0.78,"6,427,818",4,AWS Certification,7,10,0.14
630,548,541,0.85,"694,735,137",4,AWS Certification,10,68,0.99
631,674,58,0.1,"494,184,396",4,AWS Certification,13,57,0.38
632,854,259,0.01,"48,719,571",1,AWS Certification,21,54,0.15
633,604,896,0.98,"29,88,723",3,AWS Certification,23,19,0.07
634,839,912,0.05,"129,264,991",5,AWS Certification,17,36,0.03
635,239,260,0.63,"100,810,180",4,AWS Certification,22,42,0.56
636,502,247,0.98,"969,869,575",2,AWS Certification,21,28,0.13
637,417,350,0.76,"118,247,348",4,AWS Certification,24,71,0.04
638,552,755,0.49,"178,291,722",4,AWS Certification,7,31,0.05
639,88,90,0.4,"69,195,0",5,AWS Certification,24,55,0.13
640,772,906,0.55,"776,223,419",4,AWS Certification,6,66,0.14
641,715,415,0.14,"887,379,456",4,AWS Certification,11,10,0.94
642,382,798,0.22,"132,529,229",2,AWS Certification,8,29,0.28
643,11,558,0.72,"534,796,432",4,AWS Certification,12,78,0.76
644,706,949,0.07,"794,817,1",5,AWS Certification,24,29,0.3
645,3,517,0.29,"726,623,210",4,AWS Certification,21,61,0.32
646,815,815,0.72,"470,166,789",1,AWS Certification,15,52,0.05
647,139,598,0.97,"786,33,530",5,AWS Certification,10,67,0.23
648,497,121,0.39,"604,902,927",3,AWS Certification,24,45,0.53
649,552,480,0.88,"287,617,482",4,AWS Certification,7,19,0.65
650,441,359,0.2,"938,498,159",4,AWS Certification,14,39,0.64
651,993,532,0.06,"614,645,162",5,AWS Certification,14,50,0.93
652,407,778,0.63,"22,478,276",5,AWS Certification,23,41,0.95
653,421,234,0.08,"304,42,87",1,AWS Certification,16,43,0.68
654,100,882,0.98,"600,344,133",3,AWS Certification,17,70,0.1
655,804,33,0.93,"91,107,695",5,AWS Certification,23,47,0.03
656,136,2,0.35,"435,668,866",5,AWS Certification,9,53,0.43
657,769,417,0.25,"305,962,235",4,AWS Certification,11,18,0.97
658,182,477,0.35,"687,764,692",3,AWS Certification,16,65,0.01
659,380,643,0.29,"212,977,519",4,AWS Certification,8,58,0.08
660,883,849,0.28,"44,973,23",5,AWS Certification,16,36,0.57
661,14,397,0.32,"70,360,844",4,AWS Certification,6,51,0.63
662,549,372,0.58,"104,999,786",4,AWS Certification,21,37,0.48
663,505,734,0.08,"352,291,720",4,AWS Certification,18,64,0.61
664,594,230,0.15,"97,206,657",5,AWS Certification,18,47,0.65
665,459,239,0.05,"311,349,753",5,AWS Certification,15,55,0.5
666,511,770,0.19,"803,379,824",2,AWS Certification,12,32,0.61
667,637,371,0.75,"414,373,737",5,AWS Certification,16,37,0.21
668,478,284,0.61,"460,438,215",4,AWS Certification,19,53,0.4
669,812,479,0.98,"353,977,954",2,AWS Certification,13,12,0.85
670,23,582,0.74,"336,63,375",3,AWS Certification,16,14,0.24
671,512,466,0.2,"3,393,251",2,AWS Certification,16,51,0.39
672,533,212,0.45,"378,929,300",3,AWS Certification,6,64,0.15
673,218,238,0.48,"509,438,727",2,AWS Certification,11,22,0.47
674,281,101,0.49,"480,72,99",5,AWS Certification,7,19,0.87
675,832,634,0.14,"341,653,312",3,AWS Certification,18,29,0.95
676,942,393,0.47,"773,795,89",1,AWS Certification,23,51,0.27
677,286,805,0.66,"370,33,147",3,AWS Certification,6,62,0.04
678,232,906,0.87,"295,300,922",1,AWS Certification,22,21,0.09
679,730,11,0.22,"584,231,471",1,AWS Certification,16,28,0.59
680,141,162,0.17,"366,539,165",2,AWS Certification,15,31,0.75
681,845,833,0.12,"724,732,286",3,AWS Certification,22,54,0.33
682,891,315,0.53,"326,364,832",5,AWS Certification,21,18,0.76
683,490,572,0.77,"417,808,956",5,AWS Certification,16,10,0.58
684,874,106,0.71,"806,623,614",1,AWS Certification,18,80,0.5
685,182,22,0.34,"639,174,961",3,AWS Certification,23,62,0.94
686,629,603,0.87,"858,44,62",4,AWS Certification,10,27,0.86
687,130,128,0.34,"804,262,141",3,AWS Certification,19,73,0.65
688,448,990,0.39,"969,933,195",5,AWS Certification,16,76,0.81
689,878,660,0.64,"266,602,266",5,AWS Certification,21,52,0.38
690,568,999,0.85,"323,77,742",5,AWS Certification,10,10,0.82
691,196,847,0.5,"258,427,774",1,AWS Certification,21,74,0.25
692,842,830,0.36,"853,621,976",3,AWS Certification,22,67,0.54
693,479,247,0.44,"712,706,4",3,AWS Certification,6,26,0.31
694,700,886,0.65,"849,509,514",5,AWS Certification,20,79,0.45
695,915,966,0.69,"920,752,966",5,AWS Certification,19,21,0.25
696,92,821,0.84,"325,347,204",1,AWS Certification,11,79,0.54
697,765,656,0.25,"752,701,411",3,AWS Certification,13,36,0.5
698,793,426,0.6,"53,625,252",3,AWS Certification,9,64,0.98
699,36,557,0.44,"74,123,8",4,AWS Certification,11,43,0.56
700,272,188,0.32,"260,500,518",3,AWS Certification,23,77,0.77
701,260,844,0.6,"180,399,960",5,AWS Certification,19,74,0.57
702,150,381,0.53,"597,981,780",4,AWS Certification,8,29,0.38
703,391,386,0.92,"919,696,951",5,AWS Certification,15,22,0.41
704,320,697,0.92,"909,139,740",3,AWS Certification,18,37,0.87
705,353,984,0.19,"794,773,749",4,AWS Certification,17,24,0.91
706,786,690,0.3,"766,288,849",3,AWS Certification,15,10,0.84
707,398,748,0.84,"647,525,459",5,AWS Certification,15,58,0.46
708,654,83,0.09,"314,501,306",4,AWS Certification,14,39,0.43
709,55,310,0.31,"1,846,453",2,AWS Certification,21,64,0.3
710,742,948,0.95,"57,93,3",4,AWS Certification,10,76,0.85
711,768,776,0.37,"36,765,587",3,AWS Certification,21,39,0.29
712,523,984,0.02,"33,407,595",4,AWS Certification,19,37,0.71
713,475,328,0.17,"279,994,91",2,AWS Certification,10,36,0.18
714,518,268,0.03,"96,872,441",3,AWS Certification,12,33,0.65
715,111,406,1.0,"310,643,731",1,AWS Certification,15,67,0.67
716,862,75,0.94,"570,553,775",3,AWS Certification,10,60,0.63
717,525,874,0.98,"355,568,542",3,AWS Certification,19,78,0.68
718,673,785,0.81,"825,171,829",5,AWS Certification,22,17,0.84
719,939,883,0.88,"975,586,325",2,AWS Certification,8,40,0.69
720,157,857,0.91,"900,514,406",4,AWS Certification,21,27,0.23
721,336,795,0.34,"565,258,20",5,AWS Certification,10,38,0.18
722,733,264,0.24,"576,388,79",3,AWS Certification,21,16,0.91
723,287,389,0.74,"30,744,908",1,AWS Certification,24,25,0.56
724,365,222,0.73,"431,346,515",5,AWS Certification,12,42,0.21
725,482,987,0.19,"725,672,220",2,AWS Certification,20,43,0.42
726,786,94,0.19,"360,768,312",4,AWS Certification,19,42,0.28
727,285,46,0.5,"977,245,217",1,AWS Certification,7,46,0.47
728,329,791,0.73,"371,28,71",5,AWS Certification,20,15,0.51
729,512,629,0.65,"797,498,771",5,AWS Certification,22,29,0.29
730,852,843,0.44,"636,222,372",1,AWS Certification,10,61,0.48
731,811,995,0.94,"463,242,52",3,AWS Certification,19,34,0.16
732,525,953,0.09,"586,28,618",2,AWS Certification,20,18,0.1
733,689,825,0.24,"723,149,349",1,AWS Certification,17,36,0.45
734,490,995,0.96,"594,662,14",4,AWS Certification,7,78,0.41
735,606,652,0.21,"596,614,197",2,AWS Certification,11,22,0.78
